Property Address,Property City,Property State,Property Type,Land Area AC,Land Area SF,Star Rating,Sale Price,Sale Date,Sale Status,Asking Price,Price Per AC Land,Price Per SF Land,Property Name,Buyer (True) Company,Buyer (True) Origin,Buyers Broker Company,Seller (True) Company,Seller (True) Origin,Listing Broker Company,Secondary Type,Zoning,Submarket Name,Location Type,Property County,Property Zip Code,Corner,Map Code,Recording Date,Publication Date,Non-Arms Length Reasons,Sale Price Comment,Research Status,Longitude,Latitude
300 Hackman Rd,Ephrata,PA,Land,42.34,1844330,,"$430,462 ",10/26/2020,Sold,,"10,166.80",0.23,,,,,,,,Agricultural,,Lancaster County,Suburban,Lancaster,17522-1752,,,11/5/2020,12/15/2020,,,Public Record,-76.20158,40.20944
440 LONGLEAF Dr,VENETIA,PA,Land,0.5,21919,,"$105,000 ",10/26/2020,Sold,,"208,668.28",4.79,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15367,,,10/28/2020,11/17/2020,,,Public Record,-80.034426,40.272736
4245 W Mountain View Dr,Walnutport,PA,Land,1.2,52272,,"$17,000 ",10/26/2020,Sold,,"14,166.67",0.33,,,,,,,,Agricultural,,Lehigh Valley,Suburban,Northampton,18088-1808,,,12/14/2020,12/23/2020,,,Public Record,-75.54957,40.7875
1504 Williams Rd,Rome,PA,Land,11.13,484822,,"$16,975 ",10/26/2020,Sold,,"1,525.16",0.04,,,,,,,,Agricultural,,Pennsylvania Central Area,Suburban,Bradford,18829-1883,,,11/5/2020,1/4/2021,,,Public Record,-76.19916,41.87092
501 Castner Ave,Donora,PA,Land,0.08,3428,,,10/26/2020,Sold,,,,,,,,,,,Agricultural,,Washington County,Suburban,Washington,,,,1/4/2021,1/20/2021,,,Public Record,-79.86352,40.178
2647 Quincy Ave,Bethlehem,PA,Land,5.23,227818,,,10/26/2020,Sold,,,,,,,,,,,Agricultural,,Lehigh Valley,Suburban,Northampton,18015-1801,,,11/25/2020,12/14/2020,,,Public Record,-75.32069,40.62561
321 Ice Cave Rd,Sloansville,NY,Land,50,2178000,,,10/25/2020,Sold,,,,,,,,,,,Agricultural,,Schoharie County,Suburban,Schoharie,12035-1216,,,12/10/2020,1/5/2021,,,Public Record,-74.40883,42.73879
1997 Switzer Hill Rd,Beaver Dams,NY,Land,15.25,664290,,"$72,000 ",10/24/2020,Sold,,"4,721.31",0.11,,,,,,,,Agricultural,,Ithaca/Elmira NY,Suburban,Schuyler,14815-1481,,,11/4/2020,12/14/2020,,,Public Record,-77.06568,42.3296
256 Dewey St,Churchville,NY,Land,87.92,3829795,,"$3,500 ",10/24/2020,Sold,,39.81,0,,,,,,,,Agricultural,,Northwest,Suburban,Monroe,14428-1442,,,10/27/2020,12/18/2020,,,Public Record,-77.88038,43.13303
353 Hauto Hwy,Nesquehoning,PA,Land,17,740520,,"$1,500 ",10/24/2020,Sold,,88.24,0,,,,,,,,Agricultural,,Schuylkill County,Suburban,Schuylkill,18240-1824,,,11/12/2020,1/5/2021,,,Public Record,-75.93952,40.82978
744 RANGE END Rd,DILLSBURG,PA,Land,10,435600,,"$152,000 ",10/23/2020,Sold,,"15,200.00",0.35,,,,,,,,Agricultural,,York County,Suburban,York,17019,,,11/4/2020,11/13/2020,,,Public Record,-77.055422,40.084114
1134 Barnesville Dr,Barnesville,PA,Land,10.4,453024,,"$85,000 ",10/23/2020,Sold,,"8,173.08",0.19,,,,,,,,Agricultural,,Schuylkill County,Suburban,Schuylkill,18214-1821,,,11/4/2020,1/6/2021,,,Public Record,-76.08094,40.81924
37 Dunbar Hollow Rd,Clarksville,NY,Land,28.5,1241460,,,10/23/2020,Sold,,,,,,,,,,,Agricultural,,W Outer Albany County,Suburban,Albany,12193-1204,,,11/2/2020,12/30/2020,,,Public Record,-73.97587,42.54318
462 Locus Ridge Ln,Seven Valleys,PA,Land,30.63,1334242,,,10/23/2020,Sold,,,,,,,,,,,Agricultural,,York County,Suburban,York,17363-1736,,,12/8/2020,12/15/2020,,,Public Record,-76.70238,39.84716
34 PARK Dr,GRANTVILLE,PA,Land,12,522720,,,10/23/2020,Sold,,,,,,,,,,,Agricultural,,Lebanon,Suburban,Lebanon,17028,,,10/26/2020,11/9/2020,,,Public Record,-76.626291,40.41385
616 Swopes Valley Rd,Pine Grove,PA,Land,15.83,689554,,"$158,500 ",10/22/2020,Sold,,"10,012.65",0.23,,,,,,,,Agricultural,,Schuylkill County,Suburban,Schuylkill,17981-1796,,,11/2/2020,1/5/2021,,,Public Record,-76.44256,40.51627
138 Michaels Rd,Shickshinny,PA,Land,42,1829520,,"$35,000 ",10/22/2020,Sold,,833.33,0.02,,,,,,,,Agricultural,,I-81 Corridor,Suburban,Luzerne,18655-1865,,,12/1/2020,12/17/2020,,,Public Record,-76.18582,41.21126
Unnamed Road,Monroe,PA,Land,29.87,1301137,,,10/22/2020,Sold,,,,,,,,,,,Agricultural,,Pennsylvania Central Area,Suburban,Bradford,18832-1883,,,12/7/2020,12/16/2020,,,Public Record,-76.53591,41.71004
188-135 Little Hill Rd,Afton,NY,Land,71.25,3103650,,"$500,000 ",10/21/2020,Sold,,"7,017.54",0.16,,,,,,,,Agricultural,,New York Southeast Area,Suburban,Chenango,13730-1373,,,11/25/2020,12/30/2020,,,Public Record,-75.55162,42.26949
341 Miller Rd,Callicoon,NY,Land,41.78,1819936,,"$326,000 ",10/21/2020,Sold,,"7,802.78",0.18,,,,,,,,Agricultural,,Hudson Valley Area NY,Suburban,Sullivan,12750-1272,,,11/4/2020,12/16/2020,,,Public Record,-74.95121,41.76553
262 Mill St,Hannibal,NY,Land,119.16,5190609,,"$100,000 ",10/21/2020,Sold,,839.21,0.02,,,,,,,,Agricultural,,Oswego County,Suburban,Oswego,13074-1307,,,11/9/2020,12/17/2020,,,Public Record,-76.58239,43.3408
1805 US-20,Manlius,NY,Land,38.96,1697097,,"$75,000 ",10/21/2020,Sold,,"1,925.05",0.04,,,,,,,,Agricultural,,Madison County,Suburban,Madison,13035-1310,,,12/11/2020,1/22/2021,,,Public Record,-75.89951,42.91699
117 Brewer St,Charleroi,PA,Land,0.22,9600,,,10/21/2020,Sold,,,,,,,,,,,Agricultural,,Washington County,Suburban,Washington,,,,2/9/2021,2/26/2021,,,Public Record,-79.93437,40.13942
399 Pryne Rd,Fultonville,NY,Land,23.9,1041083,,,10/21/2020,Sold,,,,,,,,,,,Agricultural,,Montgomery County,Suburban,Montgomery,12072-1207,,,12/22/2020,2/9/2021,,,Public Record,-74.38399,42.88556
STEPHENS Dr,ORWIGSBURG,PA,Land,23.06,1004493,,,10/21/2020,Sold,,,,,,,,,,,Agricultural,,Schuylkill County,Suburban,Schuylkill,17961,,,10/27/2020,11/24/2020,,,Public Record,-76.031549,40.64722
1 SANDSTONE Dr,PARADISE,PA,Land,51.7,2252052,,,10/21/2020,Sold,,,,,,,,,,,Agricultural,,Lancaster County,Suburban,Lancaster,17562,,,10/21/2020,10/29/2020,,,Public Record,-76.076078,39.96821
473 Cecil-Henderson Rd,Canonsburg,PA,Land,0.07,3001,,"$1,363,284 ",10/20/2020,Sold,,"19,788,287.58",454.28,,,,,,,,Agricultural,,Washington County,Suburban,Washington,,,,1/28/2021,2/11/2021,,,Public Record,-80.1775,40.32452
544 Hurd Rd,Swan Lake,NY,Land,107.4,4678344,,"$535,000 ",10/20/2020,Sold,,"4,981.38",0.11,,,,,,,,Agricultural,,Hudson Valley Area NY,Suburban,Sullivan,12783-1278,,,10/29/2020,12/14/2020,,,Public Record,-74.87847,41.72246
5 5 Points Rd,Honeoye Falls,NY,Land,22.26,969645,,"$100,000 ",10/20/2020,Sold,,"4,492.37",0.1,,,,,,,,Agricultural,,South Central,Suburban,Monroe,14472-1447,,,11/6/2020,12/30/2020,,,Public Record,-77.66575,42.96896
25345 Bonney Rd,Watertown,NY,Land,45.8,1995047,,"$74,209 ",10/20/2020,Sold,,"1,620.28",0.04,,,,,,,,Agricultural,,Jefferson County,Suburban,Jefferson,13601-1360,,,12/22/2020,1/28/2021,,,Public Record,-75.97768,44.03416
3631 Parker Rd,Avoca,NY,Land,30,1306800,,"$15,000 ",10/20/2020,Sold,,500,0.01,,,,,,,,Agricultural,,Ithaca/Elmira NY,Suburban,Steuben,14809-1480,,,11/6/2020,12/15/2020,,,Public Record,-77.52029,42.4187
3077 Bowers Mill Rd,Pennsburg,PA,Land,10,435600,,,10/20/2020,Sold,,,,,,,,,,,Agricultural,,West Montgomery County,Suburban,Montgomery,18073-1807,,,11/9/2020,12/15/2020,,,Public Record,-75.53805,40.37632
6929 Irish Rd,Marcy,NY,Land,59.55,2593998,,"$120,000 ",10/19/2020,Sold,,"2,015.11",0.05,,,,,,,,Agricultural,,Outlying Oneida County,Suburban,Oneida,13403-1340,,,12/18/2020,3/8/2021,,,Public Record,-75.29505,43.19722
4366 Liberty St,Warsaw,NY,Land,18.51,806295,,"$17,442 ",10/19/2020,Sold,,942.3,0.02,,,,,,,,Agricultural,,New York West Area,Suburban,Wyoming,14569-1456,,,11/13/2020,12/29/2020,,,Public Record,-78.1897,42.72439
3290 E Valley Rd,Branchport,NY,Land,19,827640,,,10/19/2020,Sold,,,,,,,,,,,Agricultural,,Ithaca/Elmira NY,Suburban,Yates,14418-1441,,,10/20/2020,1/14/2021,,,Public Record,-77.14607,42.60652
2592 Jordan Rd,,PA,Land,7.77,338522,,,10/19/2020,Sold,,,,,,,,,,,Agricultural,,Lehigh Valley,Suburban,Lehigh,18069-1806,,,12/30/2020,1/12/2021,,,Public Record,-75.60021,40.62494
311 English Ivy Dr,Lititz,PA,Land,20.6,897336,,"$352,145 ",10/16/2020,Sold,,"17,094.42",0.39,,,,,,,,Agricultural,,Lancaster County,Suburban,Lancaster,17543-1754,,,10/27/2020,12/16/2020,,,Public Record,-76.29407,40.1485
2044 S FORGE Rd,PALMYRA,PA,Land,9.12,397267,,"$170,000 ",10/16/2020,Sold,,"18,640.36",0.43,,,,,,,,Agricultural,,Lebanon,Suburban,Lebanon,17078,,,10/19/2020,10/29/2020,,,Public Record,-76.554739,40.264586
2208 Page Green Rd,Cortland,NY,Land,69.57,3030469,,"$80,000 ",10/16/2020,Sold,,"1,149.92",0.03,,,,,,,,Agricultural,,Cortland County,Suburban,Cortland,13045-1304,,,12/7/2020,12/18/2020,,,Public Record,-76.16165,42.51486
461 Cold Spring Rd,Hudson,NY,Land,7,304920,,"$62,000 ",10/16/2020,Sold,,"8,857.14",0.2,,,,,,,,Agricultural,,Columbia County,Suburban,Columbia,12534-1253,,,11/5/2020,12/14/2020,,,Public Record,-73.79091,42.15248
10720 Point Rock Rd,,NY,Land,16.63,724402,,"$50,000 ",10/16/2020,Sold,,"3,006.62",0.07,,,,,,,,Agricultural,,Outlying Oneida County,Suburban,Oneida,13363-1347,,,10/22/2020,12/23/2020,,,Public Record,-75.54755,43.38013
132 4 Seasons Rd,West Finley,PA,Land,0.19,8189,,"$1,872 ",10/16/2020,Sold,,"9,957.79",0.23,,,,,,,,Agricultural,,Washington County,Suburban,Washington,,,,1/4/2021,1/20/2021,,,Public Record,-80.47959,39.96493
47649 County Rd 1,Redwood,NY,Land,47.7,2077812,,,10/16/2020,Sold,,,,,,,,,,,Agricultural,,Jefferson County,Suburban,Jefferson,13607-1367,,,12/1/2020,1/27/2021,,,Public Record,-75.85234,44.35732
399 County Rd 35,Oxford,NY,Land,34.41,1498899,,,10/16/2020,Sold,,,,,,,,,,,Agricultural,,New York Southeast Area,Suburban,Chenango,13830-1383,,,11/25/2020,12/30/2020,,,Public Record,-75.56933,42.41321
9741 Wilson Rd,Ava,NY,Land,156.4,6812784,,,10/16/2020,Sold,,,,,,,,,,,Agricultural,,Outlying Oneida County,Suburban,Oneida,13303-1330,,,10/20/2020,12/18/2020,,,Public Record,-75.41695,43.32909
19 Colonial Dr,Perkiomenville,PA,Land,15.46,673437,,,10/16/2020,Sold,,,,,,,,,,,Agricultural,,West Montgomery County,Suburban,Montgomery,18074-1807,,,11/4/2020,12/14/2020,,,Public Record,-75.46572,40.29874
DAIRY Rd,HICKORY,PA,Land,2,87120,,,10/16/2020,Sold,,,,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15340,,,10/22/2020,11/5/2020,,,Public Record,-80.332245,40.255749
216 Villa Roma Rd,Callicoon,NY,Land,12.48,543628,,"$240,000 ",10/15/2020,Sold,,"19,230.80",0.44,,,,,,,,Agricultural,,Hudson Valley Area NY,Suburban,Sullivan,12723-1272,,,10/22/2020,12/14/2020,,,Public Record,-74.96497,41.76207
2826 NY-206,Bainbridge,NY,Land,100.42,4374295,,,10/15/2020,Sold,,,,,,,,,,,Agricultural,,New York Southeast Area,Suburban,Chenango,13733-1373,,,12/29/2020,1/28/2021,,,Public Record,-75.61102,42.31306
6303 Co Rd 32,Canandaigua,NY,Land,12.1,527076,,,10/15/2020,Sold,,,,,,,,,,,Agricultural,,Outlying Ontario County,Suburban,Ontario,14424-1442,,,11/3/2020,1/20/2021,,,Public Record,-77.37006,42.83596
1621 Joiner Rd,Springboro,PA,Land,29.72,1294603,,,10/15/2020,Sold,,,,,,,,,,,Agricultural,,Erie/Pennsylvania Northwest Area,Suburban,Crawford,,,,11/20/2020,12/23/2020,,,Public Record,-80.50287,41.84603
2872 Yost Rd,Perkiomenville,PA,Land,10.02,436471,,,10/15/2020,Sold,,,,,,,,,,,Agricultural,,West Montgomery County,Suburban,Montgomery,18074-1807,,,11/5/2020,12/15/2020,,,Public Record,-75.51037,40.3154
1 HORSESHOE Dr,LANCASTER,PA,Land,16.3,710028,,,10/15/2020,Sold,,,,,,,,,,,Agricultural,,Lancaster County,Suburban,Lancaster,17601,,,10/20/2020,10/28/2020,,,Public Record,-76.232143,40.0467
3 Kelly Ct,New Windsor,NY,Land,2,87120,,"$459,900 ",10/14/2020,Sold,,"229,950.00",5.28,,,,,,,,Agricultural,,Newburgh,Suburban,Orange,12553-1255,,,11/25/2020,2/16/2021,,,Public Record,-74.11639,41.46037
5673 N Butler Rd,Morrisville,NY,Land,53.9,2347884,,"$375,000 ",10/14/2020,Sold,,"6,957.33",0.16,,,,,,,,Agricultural,,Madison County,Suburban,Madison,13408-1340,,,11/6/2020,12/14/2020,,,Public Record,-75.6625,42.99142
4248 Waterburg Rd,Trumansburg,NY,Land,22.52,980971,,,10/14/2020,Sold,,,,,,,,,,,Agricultural,,,Suburban,Tompkins,14886-1488,,,11/6/2020,3/1/2021,,,Public Record,-76.67101,42.4997
5352 Lanark Rd,,PA,Land,0.1,4477,,,10/14/2020,Sold,,,,,,,,,,,Agricultural,,Lehigh Valley,Suburban,Lehigh,18034-1803,,,1/25/2021,2/4/2021,,,Public Record,-75.40991,40.5332
2454 Italy Friend Rd,Penn Yan,NY,Land,57,2482920,,,10/14/2020,Sold,,,,,,,,,,,Agricultural,,Ithaca/Elmira NY,Suburban,Yates,14527-1452,,,10/23/2020,1/14/2021,,,Public Record,-77.20857,42.6447
894 NY-364,Middlesex,NY,Land,32.67,1423105,,,10/14/2020,Sold,,,,,,,,,,,Agricultural,,Ithaca/Elmira NY,Suburban,Yates,14507-1450,,,10/19/2020,1/13/2021,,,Public Record,-77.27795,42.72187
6133 NY-5,Canandaigua,NY,Land,214.4,9339264,,"$624,000 ",10/13/2020,Sold,,"2,910.45",0.07,,,,,,,,Agricultural,,Outlying Ontario County,Suburban,Ontario,14424-1442,,,10/30/2020,2/1/2021,,,Public Record,-77.3591,42.87774
8-18 Starr Ridge Rd,North Salem,NY,Land,7.01,305355,2 Star,"$165,000 ",10/12/2020,Sold,"250,000","23,537.77",0.54,,,,,,,,Agricultural,,North,Suburban,Westchester,10560-1214,,,10/22/2020,11/5/2020,,,Public Record,-73.59527,41.36074
220 Stone Rd,Barto,PA,Land,46.5,2025540,,,10/12/2020,Sold,,,,,,,,,,,Agricultural,,West Montgomery County,Suburban,Montgomery,19504-1950,,,10/30/2020,12/21/2020,,,Public Record,-75.56195,40.36023
10 Lederach Rd,Schwenksville,PA,Land,50.57,2202829,,,10/12/2020,Sold,,,,,,,,,,,Agricultural,,West Montgomery County,Suburban,Montgomery,19473-1947,,,10/28/2020,12/15/2020,,,Public Record,-75.43181,40.26986
1071 Kent Rd,Kent,NY,Land,30.2,1315512,,"$59,617 ",10/10/2020,Sold,,"1,974.07",0.05,,,,,,,,Agricultural,,Orleans County,Suburban,Orleans,14477-1447,,,12/21/2020,2/19/2021,,,Public Record,-78.13253,43.36104
2286 Goundry Hill Rd,Bradford,NY,Land,2.13,92782,,"$5,000 ",10/10/2020,Sold,,"2,347.44",0.05,,,,,,,,Agricultural,,Ithaca/Elmira NY,Suburban,Schuyler,14815-1481,,,11/18/2020,12/17/2020,,,Public Record,-77.09097,42.34044
356 Jake Moore Rd,Dallas,PA,Land,6,261360,,,10/9/2020,Sold,,,,,,,,,,,Agricultural,,I-81 Corridor,Suburban,Luzerne,18612-1861,,,1/8/2021,1/26/2021,,,Public Record,-75.91199,41.37283
1511 Oak Orchard River Rd,Waterport,NY,Land,10.4,453024,,,10/9/2020,Sold,,,,,,,,,,,Agricultural,,Orleans County,Suburban,Orleans,15021-1457,,,11/18/2020,12/14/2020,,,Public Record,-78.23554,43.33941
2572 LONG Ln,LEBANON,PA,Land,16.84,733550,,,10/9/2020,Sold,,,,,,,,,,,Agricultural,,Lebanon,Suburban,Lebanon,17046,,,10/12/2020,10/27/2020,,,Public Record,-76.479923,40.354702
726 McGowan Ave,Washington,PA,Land,2.2,95832,,,10/8/2020,Sold,,,,,,,,,,,Agricultural,,Washington County,Suburban,Washington,,,,12/8/2020,12/23/2020,,,Public Record,-80.2376,40.1429
SAYLES Rd,GRANVILLE SUMMIT,PA,Land,82.04,3573662,,"$180,000 ",10/7/2020,Sold,,"2,194.05",0.05,,,,,,,,Agricultural,,Pennsylvania Central Area,Suburban,Bradford,16926,,,10/13/2020,11/3/2020,,,Public Record,-76.639112,41.729024
6421 Peterboro Rd,Oneida,NY,Land,3.03,131986,,"$141,500 ",10/7/2020,Sold,,"46,699.95",1.07,,,,,,,,Agricultural,,Madison County,Suburban,Madison,13421-1342,,,11/25/2020,12/29/2020,,,Public Record,-75.63461,43.0295
6255 Nicholson Rd,Canisteo,NY,Land,39.8,1733687,,"$63,500 ",10/7/2020,Sold,,"1,595.48",0.04,,,,,,,,Agricultural,,Ithaca/Elmira NY,Suburban,Steuben,14823-1482,,,10/22/2020,12/15/2020,,,Public Record,-77.46388,42.30291
7369 N Bergen Rd,Bergen,NY,Land,38.64,1683158,,,10/7/2020,Sold,,,,,,,,,,,Agricultural,,Rochester Other Areas NY,Suburban,Genesee,14416-1441,,,10/7/2020,12/14/2020,,,Public Record,-77.99571,43.13062
130 OBERHOLTZER Rd,ELIZABETHTOWN,PA,Land,19,827640,,,10/7/2020,Sold,,,,,,,,,,,Agricultural,,Lancaster County,Suburban,Lancaster,17022,,,10/7/2020,10/19/2020,,,Public Record,-76.579163,40.166746
WILKES Rd,GILLETT,PA,Land,52.5,2286900,,"$6,369 ",10/6/2020,Sold,,121.31,0,,,,,,,,Agricultural,,Pennsylvania Central Area,Suburban,Bradford,16925,,,10/21/2020,11/5/2020,,,Public Record,-76.790588,41.967013
240 GROVE Ave,WASHINGTON,PA,Land,0.09,3841,,$600 ,10/6/2020,Sold,,"6,804.48",0.16,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15301,,,10/7/2020,10/27/2020,,,Public Record,-80.258821,40.173086
2601 Big Rd,,PA,Land,13.95,607662,,,10/6/2020,Sold,,,,,,,,,,,Agricultural,,West Montgomery County,Suburban,Montgomery,19492-1949,,,11/6/2020,1/8/2021,,,Public Record,-75.53879,40.31072
299 Casey Cheese Factory Rd,Sherburne,NY,Land,59.17,2577445,,,10/6/2020,Sold,,,,,,,,,,,Agricultural,,New York Southeast Area,Suburban,Chenango,13460-1346,,,12/1/2020,1/5/2021,,,Public Record,-75.41209,42.70878
6431 N ROME Rd,ULSTER,PA,Land,11.32,493099,,,10/6/2020,Sold,,,,,,,,,,,Agricultural,,Pennsylvania Central Area,Suburban,Bradford,18850,,,10/13/2020,10/26/2020,,,Public Record,-76.417798,41.910437
1580 Co Rd 18,Delhi,NY,Land,64.6,2813975,,,10/5/2020,Sold,,,,,,,,,,,Agricultural,,New York Southeast Area,Suburban,Delaware,13753-1375,,,11/19/2020,12/17/2020,,,Public Record,-74.87714,42.29874
146 MCGOVERN Rd,HOUSTON,PA,Land,0.39,17162,,,10/3/2020,Sold,,,,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15342,,,10/9/2020,10/29/2020,,,Public Record,-80.234933,40.246352
6920 Cedar St,Akron,NY,Land,6.82,297079,,"$150,000 ",10/2/2020,Sold,,"21,994.15",0.51,,,,,,,,Agricultural,,Outlying Erie County,Suburban,Erie,14001-1400,,,11/19/2020,12/18/2020,,,Public Record,-78.50241,43.03564
1503 County Rd 71,Camden,NY,Land,95.5,4159980,,,10/2/2020,Sold,,,,,,,,,,,Agricultural,,Outlying Oneida County,Suburban,Oneida,13316-1331,,,10/12/2020,12/17/2020,,,Public Record,-75.79244,43.31743
1231 BRUSH RUN Rd,WASHINGTON,PA,Land,2,87120,,,10/2/2020,Sold,,,,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15301,,,10/22/2020,11/5/2020,,,Public Record,-80.160805,40.097105
951 LINDEN Rd,EIGHTY FOUR,PA,Land,0.49,21344,,"$65,000 ",10/1/2020,Sold,,"132,655.55",3.05,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15330,,,10/8/2020,10/29/2020,,,Public Record,-80.102531,40.232212
MEADE St,DONORA,PA,Land,0.14,5998,,$600 ,10/1/2020,Sold,,"4,357.45",0.1,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15033,,,10/8/2020,10/29/2020,,,Public Record,-79.863675,40.175488
6073 Sirrine Rd,Trumansburg,NY,Land,43.7,1903572,,,10/1/2020,Sold,,,,,,,,,,,Agricultural,,Ithaca/Elmira NY,Suburban,Schuyler,14886-1488,,,11/18/2020,12/15/2020,,,Public Record,-76.712,42.50479
177 N SPRING VALLEY ROAD Ext,CANONSBURG,PA,Land,0.78,34042,,,10/1/2020,Sold,,,,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15317,,,10/15/2020,11/3/2020,,,Public Record,-80.112708,40.253761
410 Granger Rd,Wayland,NY,Land,47.85,2084346,,"$20,000 ",9/30/2020,Sold,,417.97,0.01,,,,,,,,Agricultural,,Ithaca/Elmira NY,Suburban,Steuben,14572-1457,,,11/2/2020,1/20/2021,,,Public Record,-77.58353,42.57521
109 Spring St,Coal Center,PA,Land,0.24,10650,,,9/30/2020,Sold,,,,,,,,,,,Agricultural,,Washington County,Suburban,Washington,,,,1/29/2021,2/16/2021,,,Public Record,-79.90009,40.06992
6134 Maxson Rd,Homer,NY,Land,16.4,714383,,,9/30/2020,Sold,,,,,,,,,,,Agricultural,,Cortland County,Suburban,Cortland,13077-1307,,,1/8/2021,1/21/2021,,,Public Record,-76.14155,42.70427
125 Barndt Rd,Telford,PA,Land,66.47,2895433,,,9/30/2020,Sold,,,,,,,,,,,Agricultural,,West Montgomery County,Suburban,Montgomery,18969-1896,,,11/5/2020,1/8/2021,,,Public Record,-75.37254,40.33818
91 WALNUT Rd,MC DONALD,PA,Land,2,87120,,,9/30/2020,Sold,,,,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15057,,,10/7/2020,10/27/2020,,,Public Record,-80.297779,40.333396
228 POPLAR St,WASHINGTON,PA,Land,0.13,5601,,,9/29/2020,Sold,,,,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15301,,,10/19/2020,11/3/2020,,,Public Record,-80.238323,40.179263
2047 Roanoke Ave,Riverhead,NY,Land,25,1089000,,"$381,789 ",9/28/2020,Sold,,"15,271.56",0.35,,,,,,,,Agricultural,,Eastern Suffolk,Suburban,Suffolk,11901-1190,,,10/16/2020,12/23/2020,,,Public Record,-72.70137,40.96008
2437 NY-11B,North Bangor,NY,Land,18,784080,,"$160,000 ",9/28/2020,Sold,,"8,888.89",0.2,,,,,,,,Agricultural,,,Suburban,Franklin,12966-1296,,,2/4/2021,2/25/2021,,,Public Record,-74.41349,44.8193
205 Chipman Corners Rd,Groton,NY,Land,11.36,494841,,"$50,000 ",9/28/2020,Sold,,"4,401.41",0.1,,,,,,,,Agricultural,,Ithaca/Elmira NY,Suburban,Tompkins,13073-1307,,,10/22/2020,12/30/2020,,,Public Record,-76.36981,42.61591
436 HOUSTON St,WASHINGTON,PA,Land,0.05,2243,,"$1,000 ",9/28/2020,Sold,,"19,420.42",0.45,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15301,,,10/2/2020,10/22/2020,,,Public Record,-80.235808,40.174626
2150 State Route 286,Saltsburg,PA,Land,2.8,121967,,,9/28/2020,Sold,,,,,,,,,,,Agricultural,,Westmoreland County,Suburban,Westmoreland,15681,,,10/6/2020,10/16/2020,,,Public Record,-79.52056,40.47926
227 Oberholtzer Rd,Gilbertsville,PA,Land,10.56,459993,,"$175,000 ",9/25/2020,Sold,,"16,571.99",0.38,,,,,,,,Agricultural,,West Montgomery County,Suburban,Montgomery,19525-1952,,,10/23/2020,12/14/2020,,,Public Record,-75.6008,40.35249
S SUMMER Vly,NEW RINGGOLD,PA,Land,21.91,954399,,"$139,175 ",9/25/2020,Sold,,"6,352.13",0.15,,,,,,,,Agricultural,,Schuylkill County,Suburban,Schuylkill,17960,,,9/29/2020,10/23/2020,,,Public Record,-75.979435,40.686767
301 Linda Ln,Houston,PA,Land,1.55,67500,,"$100,000 ",9/25/2020,Sold,,"64,533.33",1.48,,,,,,,,Agricultural,,Washington County,Suburban,Washington,,,,1/15/2021,2/1/2021,,,Public Record,-80.22686,40.23496
E OF LOFTY,MCADOO,PA,Land,11.31,492663,,,9/25/2020,Sold,,,,,,,,,,,Agricultural,,Schuylkill County,Suburban,Schuylkill,18237,,,10/6/2020,11/24/2020,,,Public Record,-76.032453,40.865838
3812 Kinyon Rd,Marietta,NY,Land,43.82,1908799,,"$436,500 ",9/24/2020,Sold,,"9,961.21",0.23,,,,,,,,Agricultural,,W Outer Onondaga County,Suburban,Onondaga,13110-1311,,,1/26/2021,2/26/2021,,,Public Record,-76.24956,42.89386
54 BUCKINGHAM Rd,SCENERY HILL,PA,Land,5.45,237402,,"$257,000 ",9/24/2020,Sold,,"47,155.96",1.08,,,,,,,,Agricultural,,Washington County,Suburban,Washington,15360,,,9/25/2020,10/13/2020,,,Public Record,-80.044424,40.077702
ROCKY Rd,MONTOURSVILLE,PA,Land,27.66,1204869,,"$80,000 ",9/24/2020,Sold,,"2,892.27",0.07,,,,,,,,Agricultural,,Pennsylvania Central Area,Suburban,Lycoming,17754,,,9/28/2020,10/20/2020,,,Public Record,-76.843489,41.321224
Brown Run Rd,Lock Haven,PA,Land,12,522720,,"$5,000 ",9/24/2020,Sold,,416.67,0.01,,,,,,,,Agricultural,,Pennsylvania Central Area,Suburban,Lycoming,17745-1774,,,12/22/2020,1/15/2021,,,Public Record,-77.47279,41.3496
Ditch Bank Rd,Canastota,NY,Land,2.1,91476,,,9/24/2020,Sold,,,,,,,,,,,Agricultural,,Madison County,Suburban,Madison,13032-1303,,,11/20/2020,12/30/2020,,,Public Record,-75.81057,43.11106
RINGLER Rd,COLUMBIA CROSS ROADS,PA,Land,19.64,855518,,"$77,000 ",9/23/2020,Sold,,"3,920.57",0.09,,,,,,,,Agricultural,,Pennsylvania Central Area,Suburban,Bradford,16914,,,9/24/2020,10/23/2020,,,Public Record,-76.652598,41.815043
1056 Zepp Rd,Green Lane,PA,Land,19.5,849420,,,9/22/2020,Sold,,,,,,,,,,,Agricultural,,West Montgomery County,Suburban,Montgomery,18054,,,9/22/2020,11/6/2020,,,Public Record,-75.4450988,40.3280029
